temperatura_cpu,uso_cpu,uso_memoria,trafico_red,fallo
56.77,71.3,53.67,114.22,0
65.86,70.2,60.23,295.0,0
53.28,50.99,65.78,1000.0,0
66.57,74.93,43.84,193.16,0
70.51,63.59,54.85,243.66,0
59.77,79.29,62.1,243.18,0
60.6,68.4,60.99,39.67,0
38.92,23.17,47.6,160.35,0
63.27,74.18,38.88,235.59,0
52.49,67.5,82.43,67.87,0
46.71,18.01,39.76,50.93,0
52.48,30.13,26.43,24.03,0
46.82,25.9,52.17,230.3,0
50.8,55.42,76.13,155.92,0
51.87,40.17,62.46,177.3,0
51.69,33.39,35.98,67.03,0
50.92,36.91,44.0,210.64,0
65.48,73.32,43.6,218.09,0
53.41,31.21,47.59,239.52,0
44.93,35.81,47.14,416.32,0
63.39,70.07,65.49,86.04,0
69.34,74.37,69.57,273.16,0
68.25,75.34,76.58,250.17,1
75.35,88.15,54.93,268.29,1
44.01,20.31,53.77,1000.0,0
63.18,62.07,85.05,314.53,0
36.65,14.08,27.83,90.6,0
53.18,53.62,49.07,129.54,0
69.69,80.44,79.5,172.22,1
50.88,24.61,10.0,760.22,1
67.36,77.13,61.85,1000.0,0
76.05,89.24,59.16,239.04,1
44.28,25.47,39.07,240.33,0
68.61,57.49,50.5,398.26,0
57.02,55.9,50.26,168.81,0
78.87,95.35,49.74,358.43,1
49.17,45.13,43.72,40.32,0
33.61,15.67,26.8,180.76,0
64.47,70.66,80.98,189.94,0
77.37,85.79,73.14,3.76,0
75.68,88.07,76.96,206.75,1
38.11,35.96,58.74,217.37,0
55.18,42.42,43.0,289.6,0
59.53,76.5,61.64,272.32,0
49.6,29.14,43.82,8.38,0
62.59,60.59,75.54,379.39,0
51.81,44.69,58.46,130.63,0
51.22,33.87,49.95,109.28,0
53.49,49.59,38.7,273.54,0
43.92,24.29,10.0,327.66,0
64.13,85.49,77.49,129.18,1
52.6,47.56,60.09,193.35,0
57.47,45.33,42.71,336.67,0
35.14,21.31,45.26,60.41,0
59.42,50.7,49.11,219.79,0
32.77,23.62,41.69,1000.0,1
35.9,21.41,62.21,337.25,0
45.77,33.35,35.48,39.15,0
38.99,13.52,39.64,196.97,0
39.83,23.24,28.81,734.06,0
55.12,56.78,41.99,219.29,0
58.03,44.55,44.29,110.27,0
51.3,29.04,43.63,9.9,0
57.46,59.97,33.73,267.31,0
60.7,66.66,48.79,180.02,0
61.57,67.4,58.42,425.68,0
80.13,80.52,67.3,288.28,1
50.57,40.19,68.46,55.55,0
65.44,55.62,39.73,307.91,0
62.19,57.68,57.64,456.26,0
48.69,37.43,60.74,189.16,0
63.09,74.62,55.11,260.42,0
74.1,83.05,65.64,323.81,1
36.27,17.84,43.88,174.98,0
60.99,67.22,61.66,117.28,0
74.55,85.35,58.53,283.38,0
46.54,34.23,42.45,319.96,0
57.91,60.61,67.81,1000.0,1
58.4,60.74,53.09,34.96,0
48.46,43.24,50.07,41.89,0
60.56,57.2,55.65,96.64,0
61.58,63.92,61.41,174.81,0
66.91,90.63,78.93,280.76,1
57.47,60.67,51.35,31.83,0
72.59,92.22,68.19,342.39,1
48.75,40.48,53.73,334.82,0
60.68,55.84,58.25,339.11,0
55.06,57.77,78.83,153.45,0
77.51,69.54,39.51,135.25,0
56.4,37.97,31.1,440.19,0
79.18,87.56,100.0,111.07,1
54.5,60.15,36.94,307.64,0
40.54,40.64,76.69,218.25,0
43.09,27.8,60.77,369.31,0
47.06,29.56,39.35,192.31,0
42.9,25.46,55.32,210.32,0
41.11,25.56,24.02,226.99,0
58.32,76.14,55.1,806.06,1
48.52,43.21,50.21,14.7,0
57.17,57.37,55.99,481.34,0
51.31,47.36,51.24,189.4,0
58.38,62.8,72.71,286.26,0
64.01,78.27,75.46,427.38,1
62.98,49.35,61.33,198.82,0
59.83,52.8,54.03,50.59,0
57.64,45.35,64.28,45.83,0
57.53,52.54,64.35,132.54,0
54.12,62.6,46.84,250.0,0
65.82,65.5,52.09,265.69,0
52.68,30.3,41.8,369.48,0
53.94,31.46,51.19,30.49,0
69.63,75.03,87.07,233.26,1
58.24,57.04,72.07,292.35,0
53.71,47.22,53.95,286.72,0
76.09,90.21,69.34,162.53,1
30.0,13.35,42.17,764.44,0
58.03,49.66,52.68,322.06,0
51.1,46.79,24.27,78.13,0
75.66,70.9,63.0,22.06,0
60.25,64.68,56.42,284.58,0
56.9,52.01,58.59,244.88,0
69.37,79.67,54.42,234.57,0
39.38,23.58,26.78,734.01,0
59.13,54.01,57.1,2.8,0
59.42,55.88,47.88,342.42,0
74.56,81.4,73.03,700.61,1
77.36,90.77,62.15,43.03,1
69.72,79.96,60.96,353.03,0
47.75,43.15,35.3,174.32,0
44.42,35.59,50.27,247.57,0
58.71,40.06,49.56,191.04,0
47.24,32.18,30.28,529.28,0
52.63,22.27,40.47,79.69,0
64.39,79.31,70.76,109.78,1
78.77,77.84,81.68,211.43,1
52.05,53.83,63.41,285.12,0
50.53,45.05,50.21,400.24,0
67.09,71.48,51.84,273.75,0
58.61,47.0,26.06,233.82,0
55.52,43.76,45.83,133.74,0
43.35,45.47,68.31,276.87,0
65.8,79.71,73.43,868.44,1
40.78,31.55,33.33,230.31,0
58.48,72.57,58.69,167.3,0
60.12,61.3,49.09,52.62,0
62.25,88.71,86.3,433.8,1
54.88,38.86,49.39,53.05,0
46.36,23.13,22.94,140.91,0
67.17,58.85,51.76,37.74,0
39.43,27.74,37.75,174.81,0
39.16,26.1,37.77,265.04,0
74.35,80.63,56.24,63.99,0
77.29,86.2,56.51,761.22,1
61.88,50.3,56.44,143.75,0
59.3,46.81,68.56,176.5,0
55.15,47.93,59.32,164.72,0
63.43,73.32,63.96,437.78,0
53.95,39.73,49.66,250.24,0
33.69,8.48,49.58,238.46,0
45.71,28.66,41.55,249.49,0
45.03,32.48,67.13,248.54,0
52.56,41.8,57.62,133.52,0
70.65,70.53,75.04,59.66,1
67.93,81.9,51.89,570.71,1
44.7,33.05,26.82,905.36,1
54.99,51.14,59.65,203.24,0
62.04,78.13,76.06,206.79,1
51.37,34.89,35.38,86.45,0
69.54,80.35,60.16,226.77,0
44.18,26.87,43.63,8.15,0
57.19,51.19,47.35,307.39,0
47.59,49.91,57.99,161.57,0
69.85,67.05,48.56,369.24,0
41.78,26.92,40.85,277.6,0
65.0,75.81,55.05,259.06,0
63.42,58.89,60.17,80.94,0
67.0,69.44,49.15,210.53,0
62.49,44.56,31.92,313.34,0
51.57,53.03,76.75,217.48,1
59.56,70.11,59.98,3.64,0
57.53,68.51,73.01,895.44,0
56.4,51.6,40.66,313.38,0
44.88,30.94,47.78,25.1,0
46.23,38.49,72.13,218.88,0
63.08,68.28,75.73,322.29,1
47.36,44.61,65.54,110.06,0
51.34,25.25,40.22,1.25,0
58.85,65.96,80.36,38.79,0
57.88,62.48,56.27,183.67,0
39.89,43.09,66.26,1000.0,0
33.85,21.91,33.05,36.91,0
72.45,94.32,90.06,700.41,1
55.41,54.22,53.09,154.49,0
63.79,61.28,48.26,303.15,0
47.35,49.63,38.8,463.07,0
49.48,33.09,29.32,213.19,0
63.71,62.16,19.5,764.43,0
47.0,25.24,26.94,80.55,0
64.85,60.15,46.21,405.83,0
66.53,87.69,77.77,10.57,1
60.01,55.01,42.17,229.08,0
57.45,36.13,48.99,397.65,0
51.8,27.82,44.74,176.25,0
61.61,43.81,50.76,37.84,0
55.38,48.2,28.84,279.38,0
68.26,85.26,60.61,215.59,0
47.38,60.93,79.54,270.56,0
56.29,66.31,29.21,286.79,0
45.73,35.57,59.73,277.67,0
52.91,49.21,70.88,244.4,0
58.87,67.02,54.18,301.55,0
39.43,12.47,46.89,1000.0,0
39.94,15.15,34.5,82.49,0
38.76,14.26,35.9,160.15,0
55.48,42.51,71.55,319.06,0
63.86,74.36,70.72,189.08,0
51.62,30.74,40.45,10.45,0
39.19,28.72,29.88,249.93,0
49.4,41.12,45.54,126.29,0
54.19,44.77,54.01,518.05,0
41.11,40.65,51.34,997.24,1
42.56,28.44,33.27,373.94,0
47.27,25.46,64.02,206.25,0
72.8,93.34,71.42,246.58,1
31.49,18.71,27.25,148.64,0
57.66,65.42,61.11,74.29,0
65.18,86.75,82.5,63.24,0
69.58,76.29,61.36,520.49,0
44.19,25.22,35.25,259.53,0
62.19,82.6,49.11,1.6,0
33.41,20.87,32.37,344.22,0
45.75,37.76,68.56,593.48,0
54.85,49.32,57.83,30.35,0
40.78,26.38,56.11,290.04,0
58.18,53.11,41.85,31.6,0
49.22,34.01,42.33,373.33,0
75.96,89.78,33.69,120.92,0
48.56,51.37,60.68,211.83,0
65.39,75.59,69.89,266.56,1
79.09,90.67,60.62,7.69,1
56.12,59.73,71.44,266.61,0
68.98,89.23,66.02,130.28,1
62.05,70.63,62.9,458.47,0
60.58,67.72,51.12,13.57,0
56.35,51.62,61.12,1000.0,1
38.32,20.06,40.0,185.0,0
43.15,46.2,38.98,394.05,0
51.22,28.89,56.39,397.49,0
69.54,76.1,81.9,162.26,0
47.79,32.69,50.25,193.3,0
57.34,56.1,45.85,336.31,0
61.95,68.63,50.91,278.29,0
41.79,29.97,36.84,182.4,0
46.14,51.14,34.53,74.99,0
58.39,39.69,39.06,254.8,0
58.18,56.69,58.66,33.34,0
36.29,26.83,44.23,819.6,0
69.12,91.85,66.82,366.59,1
62.58,63.16,61.3,880.77,1
76.2,93.0,98.03,137.41,1
60.94,71.04,52.94,105.41,0
47.0,44.34,59.46,358.08,0
63.05,73.72,53.47,208.21,0
58.32,78.19,90.07,145.09,0
62.64,71.78,84.11,297.13,0
54.29,53.52,38.39,127.89,0
54.56,32.44,38.44,169.43,0
66.09,79.02,77.43,32.76,1
67.03,73.41,59.34,325.8,0
60.64,44.9,48.32,36.21,0
39.04,26.91,52.36,414.94,0
61.41,70.73,69.08,235.85,0
44.52,33.08,47.76,176.49,0
43.27,42.71,59.66,198.04,0
64.6,73.71,54.42,456.49,0
50.87,28.38,56.63,1.92,0
45.11,19.31,44.63,9.19,0
45.65,16.83,32.7,343.91,0
61.15,70.25,49.05,61.8,0
58.39,69.63,49.27,89.12,0
65.79,48.93,40.09,133.54,0
67.77,75.43,62.41,368.82,0
44.0,43.62,37.57,321.43,0
66.33,46.8,55.97,178.82,0
51.17,42.65,57.16,260.08,0
30.0,15.24,52.97,256.45,0
57.97,40.65,34.68,49.62,0
30.47,21.78,50.91,59.83,0
49.02,33.87,40.5,105.5,0
68.47,70.12,67.6,423.59,0
41.6,13.46,42.71,99.49,0
57.58,38.7,48.29,202.04,0
54.42,37.69,41.85,280.84,0
68.89,60.01,58.37,54.31,1
44.78,28.79,46.06,72.86,0
59.3,63.84,55.2,61.86,0
45.09,32.22,23.97,234.52,0
72.02,72.07,77.02,190.23,0
56.91,61.1,67.25,1000.0,0
62.26,56.56,67.6,120.58,0
44.74,37.05,39.67,124.68,0
38.57,23.43,42.42,144.53,0
59.25,46.37,50.2,246.74,0
68.1,73.74,57.21,332.22,0
35.5,31.09,23.7,74.83,0
62.23,74.99,91.94,269.39,0
53.65,75.0,63.66,187.14,1
44.76,31.83,45.53,244.83,0
56.66,56.59,42.13,267.69,0
69.08,85.76,93.72,53.78,1
54.98,36.84,60.78,121.09,0
64.35,65.83,61.85,269.35,0
56.37,26.18,46.35,178.97,0
58.78,52.4,83.06,318.84,0
50.91,35.11,62.07,166.64,0
60.16,58.27,45.63,351.57,0
66.82,78.62,69.1,94.39,0
51.83,50.16,54.24,248.5,0
52.88,47.94,47.08,6.55,0
44.33,28.86,47.51,368.21,0
70.43,84.56,87.85,177.6,1
77.82,92.69,65.98,148.92,1
60.37,58.41,49.41,76.07,0
71.69,91.91,54.36,299.55,1
60.55,70.09,50.63,285.22,0
38.22,11.09,30.47,157.77,0
38.67,24.57,37.88,1000.0,1
48.04,39.51,55.24,233.09,0
58.66,63.73,46.78,212.89,0
51.52,16.07,30.22,317.43,0
53.57,60.73,50.97,471.7,0
64.68,79.66,80.18,242.28,0
49.88,44.9,39.81,242.52,0
55.52,56.04,54.68,337.79,0
65.34,61.6,84.82,57.13,0
57.93,59.13,64.58,172.54,0
43.54,39.49,49.28,142.09,0
71.31,69.9,63.73,245.06,0
52.63,41.97,47.89,232.54,0
60.68,57.77,64.93,463.78,0
57.82,49.06,58.74,424.88,0
44.39,40.33,58.18,27.22,0
58.48,57.65,30.59,253.59,0
73.12,80.47,54.85,306.23,1
37.02,17.87,45.23,212.61,0
57.04,51.1,51.74,122.6,0
44.97,22.29,52.78,406.81,0
32.79,17.58,56.26,249.52,0
40.81,30.38,13.13,43.49,0
59.42,84.44,71.63,346.4,0
58.93,56.08,63.29,270.16,0
60.43,41.31,63.48,103.45,0
46.36,38.75,55.72,85.48,0
62.19,67.73,33.15,80.58,0
62.74,55.82,55.61,377.56,0
51.47,39.44,50.29,288.42,0
37.59,22.74,10.0,343.43,0
53.23,29.57,53.68,230.67,0
72.34,85.56,68.16,97.77,1
57.54,58.05,57.75,80.85,0
48.41,37.29,52.31,360.97,0
64.32,63.83,50.9,266.93,0
61.55,70.9,76.37,160.15,0
57.54,38.44,50.7,203.2,0
58.07,43.0,79.38,349.71,0
54.41,48.63,74.51,284.48,0
67.53,76.57,62.74,186.16,1
66.68,84.59,84.53,193.06,0
52.82,52.19,39.14,111.42,0
62.35,78.31,48.26,203.47,1
35.7,10.26,18.2,156.82,0
49.34,37.01,45.94,192.48,0
60.9,80.11,70.39,118.77,0
59.07,51.36,57.2,0.96,0
57.65,65.22,70.53,343.07,0
53.24,41.69,10.51,285.97,0
64.26,61.35,67.16,160.18,0
64.63,56.72,39.74,726.68,1
70.13,70.96,46.01,8.31,1
53.39,28.48,17.29,359.88,0
42.97,14.98,35.87,388.09,0
44.51,25.38,48.01,186.8,0
64.9,76.67,52.17,249.02,0
40.04,18.78,40.76,51.69,0
58.34,39.56,53.93,212.84,0
47.87,36.64,54.17,96.8,0
64.76,71.28,41.38,97.32,0
63.7,52.86,37.4,156.71,0
63.55,71.11,62.91,136.36,0
35.11,15.39,28.57,180.76,0
52.53,32.31,47.21,358.5,0
61.2,72.47,51.05,699.24,1
55.8,47.35,59.47,120.01,0
53.31,43.83,65.82,294.76,0
55.9,48.53,62.13,229.21,0
44.1,52.6,35.08,83.04,0
56.06,43.83,27.41,515.78,0
42.26,22.96,23.14,604.45,0
64.91,64.85,70.86,197.67,0
67.95,72.7,56.9,51.28,0
49.37,34.32,40.93,162.33,0
51.17,45.98,46.83,30.9,0
58.23,61.22,32.09,260.1,0
70.43,84.14,59.85,286.33,1
55.78,49.84,44.61,347.8,0
53.13,50.55,30.66,259.91,0
59.3,49.09,57.39,234.31,0
53.7,50.73,81.57,872.35,0
49.6,48.92,54.85,885.72,1
61.16,56.91,45.47,103.12,0
59.7,39.77,56.58,212.13,0
70.74,96.91,53.11,329.49,1
47.09,34.16,66.5,372.75,0
79.26,91.19,69.8,325.64,1
52.14,37.6,50.66,144.92,0
65.11,65.22,75.17,478.87,0
60.33,61.26,49.07,57.68,0
46.67,60.79,86.99,50.68,0
52.5,41.76,53.02,315.01,0
67.26,72.59,55.19,410.94,0
50.47,27.92,28.79,468.9,0
54.85,57.83,72.94,349.57,0
55.98,33.85,39.17,310.19,0
47.41,36.87,80.33,321.92,0
39.47,21.49,28.62,158.28,0
54.65,57.06,54.52,79.81,0
65.37,61.16,70.6,241.21,0
61.33,75.68,53.15,54.35,0
68.31,72.06,51.49,153.75,0
38.8,23.56,24.14,120.39,0
69.06,81.04,70.44,287.49,0
62.5,82.88,81.17,233.02,1
71.91,78.22,79.72,422.97,1
45.08,30.06,41.36,323.34,0
47.13,26.83,44.29,104.13,0
65.41,74.57,87.48,300.88,0
49.42,32.14,44.94,59.09,0
45.02,28.8,52.52,309.86,0
71.86,78.59,94.12,88.07,1
57.93,50.57,54.49,108.83,0
54.92,47.69,74.65,401.45,0
44.95,37.94,53.02,1000.0,1
71.39,90.38,82.93,171.03,1
39.06,23.74,38.76,352.46,0
60.66,46.78,56.1,420.99,0
58.84,49.87,61.44,50.04,0
54.46,48.42,51.89,92.94,0
58.6,63.93,48.33,321.68,0
46.65,40.43,54.82,245.99,0
38.81,13.48,17.19,79.17,0
61.48,44.06,67.07,467.4,0
53.13,45.88,57.86,127.73,0
43.15,11.18,35.9,49.26,0
55.91,48.99,51.47,201.74,0
44.4,20.84,49.1,335.31,0
52.59,49.93,64.21,370.2,0
39.93,19.38,49.99,208.58,0
48.85,45.67,56.22,580.37,0
59.56,56.6,58.9,623.46,0
71.82,89.21,69.28,267.2,1
62.45,62.28,66.42,190.69,0
60.91,73.55,86.22,149.48,1
53.8,42.43,58.2,177.08,0
58.9,56.63,63.72,424.26,0
58.63,56.4,15.1,1000.0,1
44.45,22.82,57.6,330.55,0
51.52,45.02,54.57,304.08,0
72.61,46.9,35.29,290.96,0
63.33,63.03,37.67,363.36,0
74.72,91.72,64.3,324.13,1
67.59,69.31,50.6,271.5,0
66.46,80.57,73.18,1000.0,0
63.27,74.01,35.91,862.88,1
59.57,51.24,75.18,242.46,0
54.42,39.07,61.13,120.86,0
48.76,23.48,29.62,337.95,0
51.88,58.7,68.96,45.13,0
53.29,47.65,68.64,234.98,0
68.87,76.56,41.19,272.36,0
60.45,54.02,48.37,383.44,0
42.96,18.1,33.15,136.58,0
62.73,76.05,42.52,618.53,1
38.97,9.56,20.94,112.04,0
65.4,69.12,71.93,29.27,0
51.72,39.4,38.29,290.87,0
61.9,76.93,70.56,180.87,0
43.37,34.88,58.89,476.2,0
57.2,35.09,48.03,38.48,0
60.94,52.2,60.43,205.35,0
43.11,24.84,27.68,322.72,0
60.81,63.12,65.32,100.01,0
62.31,41.73,50.1,637.17,0
48.27,34.87,41.77,417.22,0
66.68,76.65,49.93,74.09,0
66.83,84.33,57.34,356.58,0
50.96,43.76,52.9,61.38,0
36.6,28.29,30.9,152.17,0
52.14,38.12,61.33,313.58,0
64.03,55.94,65.37,253.09,0
54.92,36.02,45.95,60.28,0
51.02,48.98,48.09,279.59,0
57.92,81.3,69.23,125.85,0
62.11,61.76,80.64,19.95,0
60.4,47.41,73.03,461.83,0
39.6,33.96,61.9,174.55,0
54.03,51.95,37.65,307.69,0
68.04,74.46,54.12,303.34,0
42.47,31.89,30.81,148.39,0
37.0,29.66,64.22,217.6,0
42.31,30.5,36.7,24.1,0
55.73,57.76,71.89,219.48,0
41.2,40.5,34.42,126.43,0
72.96,77.4,45.58,513.76,1
61.61,47.48,57.87,94.82,0
61.56,63.93,73.9,277.0,0
55.39,42.93,64.22,158.97,0
53.56,62.95,26.55,322.01,0
54.5,50.45,59.39,3.48,0
39.9,23.47,49.25,180.2,0
49.45,33.46,43.74,288.86,0
44.94,57.46,52.12,235.29,0
51.22,45.09,45.15,274.36,0
41.57,13.98,21.66,75.62,0
58.24,54.45,58.79,148.02,0
79.31,94.34,64.4,197.17,1
57.16,61.21,41.14,316.98,0
32.52,31.81,49.92,409.53,0
69.16,68.84,58.93,78.75,0
73.17,81.25,73.3,152.07,1
71.78,69.42,57.46,101.16,0
56.87,53.26,63.93,656.63,0
45.78,25.42,37.33,240.0,0
61.97,39.84,53.28,204.89,0
58.05,76.76,65.59,31.71,1
61.79,59.93,56.07,24.36,0
75.78,81.94,72.95,269.28,1
46.23,28.63,31.37,36.27,0
57.04,53.71,36.36,95.78,0
40.97,35.63,65.78,338.51,0
76.14,80.02,73.79,225.86,1
57.48,43.77,31.53,432.14,0
43.92,11.97,42.56,183.95,0
58.06,56.89,58.13,534.94,0
56.63,57.02,52.59,172.44,0
75.14,93.85,95.14,379.67,1
70.78,65.83,45.35,74.01,0
38.6,17.18,48.84,102.48,0
74.8,76.93,58.2,453.76,1
49.13,38.83,55.6,95.71,0
42.39,31.91,46.88,167.4,0
50.43,62.65,60.81,100.78,0
68.86,73.89,44.1,368.66,0
57.41,46.88,40.73,18.61,0
43.73,38.01,61.98,396.12,0
52.73,29.0,33.75,236.71,0
60.99,78.04,61.04,227.97,0
50.71,32.98,34.21,191.37,0
71.23,77.04,58.03,387.62,1
71.47,74.14,50.57,167.11,0
57.14,76.08,64.33,93.35,0
53.86,35.93,20.36,278.07,0
53.93,49.25,31.51,187.19,0
62.06,69.04,74.35,494.12,0
44.09,17.31,48.95,336.77,0
43.55,14.66,63.5,252.03,0
33.09,23.98,53.43,1000.0,0
57.37,69.18,69.47,17.63,0
80.85,93.16,60.79,284.16,1
64.35,65.16,47.73,215.31,0
74.59,90.61,74.24,169.49,1
52.7,55.72,29.25,157.86,0
69.15,75.99,68.46,366.99,0
55.01,36.78,40.09,79.24,0
78.12,75.06,48.31,270.88,1
62.29,69.69,69.25,14.57,0
58.62,48.33,37.1,163.31,0
60.03,40.78,49.62,192.45,0
48.61,51.86,56.27,442.47,0
48.37,16.02,31.41,119.97,0
55.49,48.88,51.02,208.15,0
66.51,74.21,58.61,15.68,0
70.91,90.49,73.85,275.87,0
49.72,42.47,63.48,0.35,0
65.35,80.6,56.52,66.72,0
34.45,15.68,37.44,26.34,0
75.51,89.71,70.4,157.43,1
54.95,37.8,46.81,164.92,0
59.14,70.38,67.44,1000.0,0
40.51,26.06,30.91,428.32,0
53.49,43.94,45.98,1000.0,1
50.24,51.77,45.09,1000.0,1
57.84,53.53,57.02,511.31,0
58.65,60.87,72.6,268.3,0
50.31,57.6,52.72,270.49,0
55.52,46.0,59.38,474.05,0
45.69,35.85,49.07,32.85,0
46.47,20.31,32.6,340.97,0
73.94,93.3,86.35,192.93,1
54.03,55.63,33.35,399.98,0
40.97,19.87,35.97,377.27,0
72.85,75.3,59.14,175.35,1
74.17,71.65,67.53,19.28,0
68.99,73.98,77.22,402.43,0
42.22,28.63,42.05,129.03,0
63.8,68.78,70.17,218.16,0
60.55,63.13,75.71,32.16,0
62.2,67.29,64.28,145.91,0
74.94,96.11,72.13,352.45,1
67.82,88.37,90.38,257.77,1
45.95,19.72,54.86,87.31,0
65.59,63.66,48.97,81.81,0
54.87,49.46,69.55,303.23,0
53.43,32.9,24.25,137.71,0
48.46,29.35,41.84,226.23,0
34.74,18.09,31.41,179.47,0
48.85,40.49,43.5,136.19,0
55.48,34.95,55.61,292.99,0
66.73,79.42,65.18,69.74,0
56.0,59.72,39.91,222.44,0
77.95,92.04,58.45,262.21,1
59.05,61.85,36.06,402.13,0
44.76,21.64,51.61,207.83,0
63.96,69.87,62.13,578.63,0
54.69,57.98,69.51,301.22,0
56.51,60.81,95.52,66.79,0
41.71,39.44,38.9,99.49,0
59.03,70.76,64.15,966.62,0
48.6,29.26,50.1,172.28,0
45.9,17.1,33.5,393.92,0
35.4,14.04,39.4,297.79,0
41.26,35.08,47.27,35.0,0
55.36,38.42,71.5,426.89,0
58.37,44.64,65.17,359.16,0
59.79,52.54,54.42,262.49,0
66.33,90.41,57.99,147.61,1
73.47,84.54,78.23,73.39,1
63.59,62.68,40.95,201.36,0
45.91,20.45,43.24,448.31,0
74.0,89.66,68.56,398.82,0
43.92,34.07,47.64,55.19,0
41.96,26.05,28.58,52.04,0
70.64,71.2,60.69,172.64,0
52.39,40.21,47.44,221.06,0
54.08,62.22,55.39,13.82,0
74.09,72.94,51.9,69.36,0
51.89,30.68,49.8,517.42,0
76.93,79.6,61.91,143.9,1
59.31,47.03,67.75,154.88,0
52.35,54.32,50.34,623.95,0
67.63,73.87,68.95,149.19,0
47.39,26.91,46.2,48.3,0
49.79,53.29,42.49,93.62,0
37.94,25.66,48.51,243.74,0
48.02,26.74,37.58,128.77,0
51.94,34.41,47.91,180.48,0
70.82,58.64,57.52,193.56,0
48.99,39.76,70.32,672.18,1
55.11,68.53,53.82,306.9,0
57.13,56.28,74.73,57.34,0
59.21,49.99,67.13,173.87,0
35.93,12.5,27.25,320.46,0
54.08,46.89,50.19,362.43,0
45.13,35.51,51.88,40.66,0
75.78,82.2,61.7,12.57,1
60.3,53.43,42.67,270.49,0
59.19,68.02,68.18,104.34,0
52.69,50.65,38.91,83.27,0
57.4,62.61,70.05,228.06,0
62.48,86.47,71.91,318.61,1
57.29,63.25,55.7,164.16,0
57.73,75.2,40.98,91.46,0
61.84,54.73,72.21,120.71,0
74.2,80.73,64.53,25.94,0
68.31,82.17,84.11,284.26,0
76.08,93.6,69.16,507.57,1
43.9,14.23,60.01,243.19,0
62.36,57.48,59.05,266.15,0
58.03,34.81,46.31,321.95,0
66.54,72.28,40.88,1000.0,1
84.54,98.42,55.99,112.72,1
58.3,56.14,56.86,192.06,0
48.45,37.06,40.83,342.27,0
60.09,53.7,71.01,58.75,0
62.09,59.42,60.0,26.36,0
64.37,76.98,61.58,130.24,0
43.29,33.51,30.56,388.46,0
72.95,88.21,70.53,882.25,1
61.66,85.02,63.63,130.06,0
51.95,46.72,59.86,352.36,0
53.53,57.49,60.35,283.02,0
48.35,41.81,61.63,975.42,0
54.08,56.47,50.67,171.53,0
51.75,34.59,32.32,800.51,0
66.35,69.82,61.68,221.51,0
48.66,35.64,33.39,295.45,0
55.25,54.72,41.39,168.7,0
72.8,77.45,45.73,46.97,1
41.9,11.73,52.44,451.79,0
54.29,49.67,69.57,149.67,0
50.33,25.12,41.13,448.81,0
53.12,47.97,42.28,8.74,0
68.35,76.8,73.16,120.23,1
66.51,81.26,56.4,232.65,0
60.99,67.3,65.24,152.21,0
52.48,51.34,46.35,1000.0,1
63.42,60.83,34.35,182.25,0
62.28,61.73,60.58,306.81,0
60.0,72.31,58.1,36.2,0
55.85,45.7,54.05,239.66,0
65.37,53.05,57.1,152.93,0
43.75,32.71,49.74,49.78,0
51.84,50.93,62.86,269.98,0
71.25,85.23,79.92,404.33,1
63.38,53.23,52.98,110.71,0
47.77,39.04,45.36,263.42,0
53.71,27.19,22.5,698.47,0
39.92,28.71,39.31,216.07,0
40.57,16.58,56.83,325.98,0
30.0,8.1,56.85,416.27,0
46.82,42.38,48.37,386.28,0
43.38,27.07,46.94,87.56,0
48.11,32.09,57.72,1.64,0
70.67,70.57,73.43,101.71,0
49.06,44.68,44.87,294.95,0
57.17,50.15,31.85,121.06,0
33.91,18.72,41.62,359.35,0
79.26,91.77,63.41,44.8,1
70.1,68.59,62.75,968.33,1
52.29,32.82,50.19,65.54,0
57.92,45.08,54.1,275.7,0
64.54,71.74,65.22,258.69,0
54.9,46.77,48.33,35.07,0
44.66,28.57,58.14,228.84,0
62.91,67.7,60.5,510.4,0
65.17,80.19,65.83,303.2,1
59.55,56.83,49.79,643.27,1
74.67,88.22,62.23,222.98,1
70.51,73.02,68.15,286.72,0
64.52,66.43,38.81,128.57,0
61.01,53.5,36.25,236.94,0
33.44,11.23,31.84,53.58,0
76.52,81.31,63.91,335.83,1
53.19,48.68,48.34,79.16,0
45.75,52.17,66.23,449.93,0
54.47,53.09,51.75,1.92,0
73.89,84.79,64.12,154.28,0
46.11,29.78,40.43,162.67,0
43.68,46.5,25.98,32.3,0
66.23,72.06,66.05,235.19,0
48.93,35.43,35.55,119.98,0
40.94,29.99,74.21,410.64,0
65.56,66.83,75.85,78.17,0
60.16,62.67,73.34,263.15,0
54.89,70.98,68.4,187.1,0
50.48,32.61,45.04,168.0,0
58.78,56.31,50.37,213.72,0
61.12,46.86,50.97,306.24,0
43.55,34.51,50.26,83.1,0
42.43,25.22,32.12,207.14,0
77.59,87.52,63.24,76.13,1
64.23,80.03,49.92,604.32,1
48.29,24.21,26.8,236.54,0
52.77,33.67,39.37,365.0,0
51.75,39.51,60.03,432.67,0
61.63,66.21,44.34,112.73,0
51.23,48.85,58.27,227.3,0
69.55,89.47,87.07,210.53,0
51.3,38.57,62.51,72.72,0
51.76,74.23,83.07,266.2,0
55.9,58.0,72.19,65.13,0
47.06,40.3,45.46,251.35,0
63.05,78.23,66.71,72.0,0
58.03,54.57,52.12,25.35,0
38.26,29.58,61.43,29.04,0
